Host_Death_Time,Host_Build,Level,Phase,Waterflow_Death,Health_Pct,Location,Phantom_Count,Phantom_Build,Phantom_Death
158.0,PROC_CAST,133.0,1.0,False,41.0,OUTER,2.0,PROC_MELEE,True
201.0,RAW_CAST,142.0,1.0,False,39.0,CENTER,1.0,,
15.0,HYBRID,161.0,2.0,True,85.0,INNER,2.0,HYBRID,False
121.0,PROC_CAST,130.0,1.0,False,75.0,CENTER,2.0,RAW_CAST,True
62.0,PROC_MELEE,159.0,1.0,False,82.0,CENTER,2.0,PROC_MELEE,True
197.0,PROC_CAST,147.0,1.0,True,61.0,OUTER,2.0,RAW_CAST,True
168.0,HYBRID,160.0,1.0,True,32.0,CENTER,2.0,RAW_CAST,False
298.0,RAW_MELEE,150.0,2.0,True,75.0,CENTER,2.0,HYBRID,True
233.0,RAW_MELEE,161.0,1.0,True,44.0,CENTER,1.0,,
263.0,RAW_MELEE,169.0,2.0,False,44.0,OUTER,2.0,HYBRID,True
206.0,PROC_CAST,154.0,1.0,True,89.0,INNER,2.0,RAW_CAST,False
183.0,HYBRID,140.0,1.0,False,70.0,CENTER,2.0,RAW_MELEE,True
113.0,RAW_CAST,141.0,1.0,True,11.0,OUTER,1.0,,
110.0,PROC_MELEE,133.0,1.0,False,92.0,CENTER,2.0,HYBRID,False
129.0,RAW_CAST,162.0,1.0,True,65.0,CENTER,2.0,PROC_MELEE,True
133.0,PROC_CAST,148.0,2.0,False,89.0,INNER,2.0,HYBRID,False
181.0,RAW_MELEE,175.0,1.0,True,91.0,CENTER,1.0,,
43.0,HYBRID,143.0,1.0,False,80.0,INNER,2.0,RAW_CAST,True
65.0,HYBRID,133.0,1.0,True,86.0,CENTER,2.0,RAW_CAST,True
190.0,PROC_CAST,142.0,2.0,True,69.0,CENTER,1.0,,
75.0,PROC_CAST,167.0,2.0,False,87.0,CENTER,1.0,,
72.0,PROC_CAST,147.0,1.0,False,15.0,OUTER,2.0,PROC_MELEE,False
224.0,PROC_CAST,148.0,2.0,True,58.0,OUTER,1.0,,
115.0,PROC_MELEE,161.0,2.0,True,34.0,OUTER,2.0,RAW_MELEE,True
119.0,RAW_MELEE,140.0,1.0,False,14.0,OUTER,1.0,,
197.0,PROC_MELEE,158.0,2.0,True,46.0,CENTER,2.0,RAW_MELEE,True
71.0,RAW_CAST,128.0,2.0,False,53.0,CENTER,2.0,RAW_MELEE,True
220.0,HYBRID,150.0,2.0,False,35.0,CENTER,2.0,HYBRID,True
96.0,RAW_CAST,128.0,2.0,True,81.0,CENTER,1.0,,
121.0,PROC_MELEE,121.0,1.0,False,22.0,CENTER,2.0,PROC_MELEE,True
39.0,RAW_MELEE,123.0,1.0,True,32.0,INNER,2.0,PROC_MELEE,True
153.0,PROC_CAST,156.0,1.0,False,52.0,INNER,2.0,PROC_CAST,False
134.0,HYBRID,169.0,2.0,True,36.0,INNER,1.0,,
239.0,PROC_MELEE,167.0,2.0,False,87.0,CENTER,2.0,HYBRID,True
60.0,PROC_MELEE,126.0,1.0,True,81.0,CENTER,2.0,PROC_CAST,False
64.0,PROC_MELEE,129.0,2.0,True,56.0,INNER,2.0,RAW_MELEE,False
298.0,PROC_MELEE,127.0,2.0,True,47.0,INNER,1.0,,
165.0,RAW_MELEE,142.0,2.0,False,31.0,OUTER,2.0,RAW_CAST,False
32.0,PROC_CAST,155.0,1.0,True,72.0,OUTER,2.0,RAW_MELEE,False
159.0,PROC_MELEE,151.0,1.0,False,49.0,OUTER,2.0,PROC_MELEE,True
254.0,PROC_MELEE,144.0,2.0,False,36.0,OUTER,2.0,PROC_CAST,True
256.0,PROC_MELEE,155.0,1.0,True,65.0,OUTER,2.0,RAW_MELEE,True
37.0,RAW_MELEE,145.0,1.0,True,21.0,INNER,2.0,PROC_CAST,False
60.0,RAW_CAST,169.0,2.0,True,56.0,CENTER,2.0,RAW_CAST,True
277.0,PROC_CAST,138.0,1.0,True,29.0,INNER,2.0,RAW_CAST,False
187.0,PROC_MELEE,139.0,2.0,False,84.0,CENTER,2.0,RAW_MELEE,True
282.0,RAW_CAST,178.0,2.0,True,17.0,OUTER,2.0,HYBRID,True
141.0,PROC_CAST,134.0,2.0,True,25.0,INNER,2.0,PROC_CAST,False
155.0,RAW_MELEE,178.0,2.0,False,7.0,INNER,2.0,PROC_CAST,True
239.0,HYBRID,178.0,1.0,True,7.0,INNER,2.0,RAW_MELEE,False
128.0,RAW_CAST,171.0,1.0,False,28.0,OUTER,1.0,,
186.0,PROC_CAST,135.0,2.0,False,85.0,CENTER,2.0,HYBRID,True
214.0,HYBRID,168.0,2.0,False,86.0,CENTER,2.0,RAW_CAST,True
174.0,RAW_CAST,145.0,1.0,False,68.0,OUTER,2.0,PROC_CAST,False
242.0,HYBRID,123.0,1.0,False,13.0,CENTER,2.0,PROC_CAST,False
118.0,PROC_MELEE,174.0,1.0,True,47.0,OUTER,1.0,,
39.0,RAW_CAST,141.0,2.0,False,40.0,INNER,1.0,,
172.0,PROC_MELEE,163.0,1.0,True,35.0,OUTER,1.0,,
101.0,PROC_CAST,142.0,2.0,True,86.0,OUTER,2.0,PROC_MELEE,True
154.0,RAW_MELEE,180.0,2.0,False,63.0,CENTER,1.0,,
273.0,HYBRID,172.0,2.0,False,10.0,CENTER,2.0,HYBRID,False
200.0,RAW_CAST,143.0,2.0,False,9.0,CENTER,2.0,HYBRID,False
101.0,RAW_CAST,154.0,1.0,False,17.0,INNER,1.0,,
276.0,PROC_MELEE,164.0,1.0,False,13.0,OUTER,2.0,HYBRID,True
258.0,RAW_MELEE,147.0,2.0,False,72.0,INNER,2.0,RAW_CAST,True
54.0,RAW_CAST,153.0,1.0,False,20.0,CENTER,2.0,HYBRID,False
56.0,RAW_MELEE,174.0,1.0,True,53.0,OUTER,2.0,RAW_MELEE,False
190.0,RAW_CAST,161.0,1.0,False,89.0,CENTER,1.0,,
220.0,RAW_MELEE,136.0,1.0,True,74.0,CENTER,2.0,PROC_MELEE,True
153.0,PROC_CAST,127.0,1.0,True,32.0,CENTER,1.0,,
152.0,RAW_MELEE,179.0,1.0,True,17.0,OUTER,2.0,PROC_CAST,False
246.0,PROC_CAST,161.0,1.0,True,17.0,INNER,1.0,,
270.0,PROC_CAST,149.0,1.0,False,91.0,OUTER,1.0,,
218.0,PROC_MELEE,165.0,1.0,False,19.0,INNER,2.0,PROC_MELEE,False
296.0,RAW_MELEE,124.0,2.0,True,76.0,CENTER,2.0,PROC_CAST,True
242.0,RAW_MELEE,179.0,1.0,True,82.0,INNER,2.0,RAW_MELEE,True
299.0,PROC_MELEE,130.0,2.0,False,41.0,INNER,2.0,PROC_MELEE,True
252.0,RAW_CAST,146.0,1.0,False,89.0,INNER,1.0,,
198.0,PROC_MELEE,160.0,1.0,False,40.0,CENTER,2.0,PROC_CAST,False
284.0,RAW_CAST,158.0,1.0,False,27.0,OUTER,2.0,RAW_CAST,True
211.0,RAW_CAST,165.0,1.0,True,80.0,CENTER,2.0,RAW_CAST,True
257.0,RAW_MELEE,131.0,2.0,True,80.0,INNER,2.0,PROC_CAST,False
114.0,RAW_CAST,178.0,2.0,True,71.0,INNER,2.0,PROC_MELEE,True
293.0,HYBRID,131.0,1.0,False,82.0,OUTER,1.0,,
40.0,RAW_CAST,148.0,2.0,False,12.0,INNER,1.0,,
250.0,PROC_MELEE,152.0,1.0,False,48.0,OUTER,1.0,,
240.0,RAW_CAST,125.0,2.0,True,78.0,OUTER,2.0,HYBRID,True
213.0,RAW_MELEE,140.0,1.0,False,77.0,INNER,2.0,PROC_MELEE,True
234.0,RAW_MELEE,132.0,1.0,True,78.0,OUTER,2.0,PROC_CAST,True
227.0,RAW_MELEE,163.0,2.0,False,41.0,OUTER,2.0,HYBRID,True
69.0,PROC_CAST,140.0,1.0,False,75.0,INNER,1.0,,
69.0,RAW_CAST,123.0,1.0,False,38.0,OUTER,2.0,PROC_CAST,False
245.0,RAW_MELEE,130.0,1.0,False,30.0,INNER,2.0,PROC_MELEE,False
143.0,RAW_MELEE,160.0,1.0,True,70.0,OUTER,2.0,RAW_CAST,False
206.0,RAW_CAST,144.0,1.0,True,32.0,OUTER,1.0,,
150.0,PROC_MELEE,173.0,1.0,True,26.0,CENTER,2.0,RAW_MELEE,False
35.0,PROC_CAST,165.0,2.0,False,24.0,CENTER,2.0,RAW_MELEE,False
175.0,PROC_CAST,173.0,2.0,False,33.0,OUTER,2.0,HYBRID,False
287.0,PROC_CAST,162.0,1.0,True,70.0,CENTER,2.0,PROC_MELEE,False
268.0,PROC_MELEE,153.0,1.0,False,78.0,CENTER,1.0,,
87.0,RAW_CAST,129.0,2.0,True,86.0,CENTER,1.0,,
296.0,HYBRID,160.0,1.0,False,67.0,OUTER,1.0,,
73.0,PROC_MELEE,122.0,1.0,False,19.0,OUTER,2.0,HYBRID,False
115.0,RAW_CAST,175.0,1.0,False,91.0,OUTER,2.0,HYBRID,True
239.0,HYBRID,176.0,1.0,True,34.0,INNER,2.0,RAW_MELEE,True
188.0,HYBRID,129.0,2.0,True,18.0,INNER,2.0,RAW_MELEE,False
184.0,RAW_MELEE,156.0,2.0,False,8.0,CENTER,2.0,PROC_MELEE,True
297.0,RAW_CAST,177.0,1.0,True,32.0,OUTER,2.0,PROC_MELEE,True
196.0,RAW_CAST,124.0,2.0,True,55.0,INNER,1.0,,
169.0,PROC_CAST,145.0,1.0,False,45.0,CENTER,1.0,,
124.0,PROC_MELEE,120.0,2.0,True,42.0,INNER,1.0,,
110.0,RAW_CAST,174.0,2.0,True,27.0,INNER,2.0,HYBRID,True
175.0,RAW_MELEE,132.0,1.0,False,22.0,OUTER,2.0,RAW_CAST,True
103.0,PROC_MELEE,131.0,2.0,False,68.0,OUTER,2.0,PROC_MELEE,False
166.0,HYBRID,133.0,1.0,False,11.0,INNER,1.0,,
35.0,RAW_CAST,150.0,2.0,True,55.0,CENTER,2.0,PROC_CAST,False
63.0,PROC_MELEE,135.0,2.0,True,9.0,INNER,2.0,HYBRID,True
96.0,PROC_MELEE,147.0,2.0,False,49.0,INNER,1.0,,
290.0,RAW_CAST,179.0,2.0,False,83.0,CENTER,2.0,RAW_CAST,True
261.0,HYBRID,143.0,1.0,False,12.0,CENTER,2.0,RAW_MELEE,True
140.0,PROC_MELEE,149.0,2.0,True,21.0,INNER,2.0,RAW_CAST,False
253.0,RAW_CAST,170.0,1.0,False,80.0,CENTER,2.0,RAW_MELEE,False
112.0,RAW_CAST,169.0,1.0,True,31.0,INNER,2.0,RAW_CAST,True
143.0,HYBRID,165.0,1.0,False,35.0,CENTER,2.0,PROC_CAST,False
132.0,PROC_CAST,170.0,1.0,False,80.0,INNER,2.0,HYBRID,False
134.0,RAW_CAST,156.0,1.0,False,30.0,CENTER,2.0,RAW_MELEE,False
191.0,RAW_CAST,173.0,1.0,True,74.0,CENTER,2.0,RAW_MELEE,False
86.0,PROC_MELEE,172.0,2.0,False,84.0,INNER,2.0,PROC_CAST,True
138.0,PROC_CAST,123.0,1.0,False,43.0,CENTER,2.0,PROC_MELEE,False
293.0,RAW_MELEE,140.0,1.0,False,25.0,OUTER,1.0,,
279.0,HYBRID,160.0,1.0,False,79.0,CENTER,1.0,,
69.0,RAW_CAST,163.0,2.0,False,65.0,OUTER,2.0,RAW_CAST,True
208.0,HYBRID,164.0,1.0,False,22.0,CENTER,2.0,HYBRID,False
215.0,PROC_MELEE,176.0,2.0,False,54.0,CENTER,2.0,HYBRID,False
237.0,PROC_CAST,145.0,2.0,True,80.0,OUTER,1.0,,
41.0,HYBRID,154.0,2.0,False,85.0,CENTER,2.0,PROC_MELEE,True
299.0,RAW_CAST,172.0,2.0,False,88.0,CENTER,2.0,PROC_MELEE,False
150.0,RAW_MELEE,149.0,2.0,False,54.0,INNER,2.0,RAW_MELEE,False
112.0,HYBRID,154.0,1.0,False,31.0,OUTER,2.0,PROC_CAST,False
152.0,HYBRID,180.0,1.0,False,58.0,OUTER,1.0,,
164.0,RAW_CAST,155.0,1.0,False,45.0,OUTER,2.0,HYBRID,True
31.0,HYBRID,142.0,1.0,False,92.0,CENTER,2.0,HYBRID,False
88.0,HYBRID,178.0,1.0,False,56.0,CENTER,2.0,PROC_CAST,False
230.0,RAW_CAST,160.0,2.0,False,16.0,CENTER,1.0,,
181.0,RAW_CAST,133.0,2.0,False,13.0,CENTER,2.0,PROC_MELEE,False
174.0,RAW_MELEE,169.0,2.0,False,72.0,OUTER,1.0,,
261.0,RAW_MELEE,128.0,1.0,False,36.0,INNER,2.0,RAW_MELEE,True
171.0,RAW_MELEE,180.0,1.0,False,48.0,OUTER,2.0,RAW_CAST,True
195.0,PROC_MELEE,164.0,2.0,False,72.0,CENTER,2.0,RAW_MELEE,True
42.0,PROC_CAST,123.0,1.0,False,26.0,CENTER,2.0,PROC_CAST,True
240.0,RAW_MELEE,132.0,1.0,True,83.0,OUTER,2.0,RAW_MELEE,False
300.0,RAW_CAST,178.0,1.0,False,68.0,INNER,2.0,RAW_CAST,True
204.0,PROC_MELEE,138.0,2.0,False,27.0,CENTER,2.0,PROC_MELEE,True
103.0,RAW_CAST,162.0,2.0,False,38.0,INNER,1.0,,
291.0,RAW_MELEE,122.0,1.0,False,59.0,OUTER,2.0,RAW_CAST,True
274.0,HYBRID,170.0,2.0,False,22.0,OUTER,1.0,,
298.0,PROC_CAST,124.0,2.0,False,82.0,INNER,2.0,RAW_MELEE,True
57.0,PROC_CAST,165.0,2.0,False,19.0,OUTER,2.0,RAW_MELEE,True
211.0,RAW_MELEE,131.0,1.0,False,17.0,INNER,2.0,RAW_MELEE,True
246.0,PROC_CAST,180.0,1.0,True,11.0,OUTER,2.0,PROC_CAST,False
215.0,PROC_CAST,167.0,1.0,True,85.0,OUTER,2.0,RAW_MELEE,False
250.0,RAW_MELEE,179.0,2.0,False,63.0,INNER,1.0,,
171.0,PROC_CAST,144.0,2.0,True,88.0,CENTER,1.0,,
134.0,PROC_CAST,124.0,2.0,True,77.0,OUTER,2.0,RAW_CAST,True
276.0,PROC_MELEE,159.0,1.0,False,62.0,CENTER,2.0,PROC_MELEE,False
118.0,RAW_MELEE,168.0,2.0,False,17.0,CENTER,1.0,,
32.0,RAW_CAST,143.0,1.0,True,85.0,INNER,2.0,PROC_MELEE,True
288.0,HYBRID,166.0,1.0,True,72.0,CENTER,1.0,,
283.0,RAW_MELEE,174.0,1.0,False,15.0,OUTER,2.0,RAW_CAST,True
209.0,RAW_MELEE,133.0,1.0,False,86.0,OUTER,2.0,RAW_MELEE,True
207.0,RAW_MELEE,156.0,2.0,False,70.0,OUTER,1.0,,
274.0,PROC_CAST,157.0,1.0,True,33.0,CENTER,2.0,PROC_MELEE,False
155.0,PROC_MELEE,124.0,2.0,True,23.0,INNER,2.0,PROC_CAST,True
160.0,RAW_CAST,127.0,2.0,False,25.0,INNER,1.0,,
163.0,RAW_CAST,169.0,2.0,True,48.0,CENTER,2.0,HYBRID,False
215.0,PROC_CAST,120.0,2.0,False,76.0,CENTER,2.0,RAW_CAST,False
291.0,PROC_MELEE,178.0,2.0,False,10.0,CENTER,2.0,PROC_CAST,True
221.0,PROC_MELEE,175.0,1.0,True,49.0,INNER,2.0,RAW_CAST,True
69.0,RAW_MELEE,178.0,2.0,False,7.0,INNER,1.0,,
117.0,RAW_CAST,121.0,2.0,True,17.0,CENTER,2.0,PROC_CAST,False
194.0,PROC_CAST,124.0,2.0,True,35.0,OUTER,2.0,PROC_MELEE,False
202.0,PROC_MELEE,159.0,1.0,False,43.0,INNER,2.0,RAW_CAST,True
47.0,PROC_MELEE,172.0,2.0,True,69.0,OUTER,1.0,,
107.0,RAW_MELEE,140.0,1.0,True,63.0,OUTER,1.0,,
258.0,RAW_CAST,179.0,1.0,False,90.0,INNER,1.0,,
114.0,RAW_CAST,150.0,2.0,False,93.0,OUTER,2.0,HYBRID,False
120.0,RAW_MELEE,149.0,1.0,False,47.0,CENTER,1.0,,
153.0,PROC_MELEE,172.0,1.0,False,73.0,OUTER,2.0,RAW_CAST,False
216.0,PROC_MELEE,151.0,1.0,False,49.0,OUTER,2.0,PROC_CAST,False
124.0,PROC_MELEE,169.0,1.0,False,23.0,CENTER,1.0,,
215.0,RAW_CAST,123.0,2.0,False,54.0,CENTER,1.0,,
99.0,HYBRID,178.0,2.0,False,91.0,OUTER,1.0,,
66.0,PROC_CAST,148.0,1.0,True,70.0,OUTER,2.0,RAW_CAST,False
244.0,PROC_CAST,164.0,1.0,True,9.0,OUTER,1.0,,
67.0,PROC_MELEE,136.0,2.0,True,10.0,INNER,1.0,,
279.0,HYBRID,176.0,1.0,False,92.0,INNER,2.0,RAW_CAST,False
224.0,HYBRID,166.0,1.0,True,6.0,CENTER,2.0,HYBRID,True
269.0,PROC_CAST,135.0,1.0,True,6.0,INNER,2.0,PROC_MELEE,True
215.0,PROC_MELEE,131.0,2.0,False,42.0,INNER,2.0,RAW_CAST,False
98.0,HYBRID,180.0,1.0,True,9.0,OUTER,2.0,HYBRID,False
188.0,RAW_CAST,154.0,1.0,False,37.0,INNER,2.0,HYBRID,False
290.0,HYBRID,125.0,1.0,True,44.0,CENTER,2.0,RAW_MELEE,False
203.0,PROC_MELEE,145.0,2.0,True,43.0,INNER,1.0,,
99.0,PROC_MELEE,137.0,2.0,False,88.0,INNER,2.0,HYBRID,False
282.0,RAW_MELEE,159.0,1.0,False,59.0,OUTER,1.0,,
40.0,RAW_CAST,145.0,1.0,False,72.0,INNER,2.0,RAW_MELEE,False
60.0,RAW_MELEE,151.0,2.0,False,14.0,CENTER,1.0,,
184.0,PROC_MELEE,136.0,1.0,True,40.0,CENTER,2.0,PROC_CAST,True
241.0,PROC_CAST,180.0,1.0,False,67.0,INNER,1.0,,
95.0,PROC_MELEE,130.0,2.0,True,52.0,OUTER,2.0,RAW_MELEE,False
198.0,RAW_CAST,149.0,2.0,True,69.0,CENTER,2.0,PROC_CAST,False
253.0,RAW_CAST,164.0,1.0,True,13.0,INNER,2.0,RAW_MELEE,True
153.0,RAW_CAST,138.0,1.0,False,60.0,CENTER,2.0,HYBRID,False
234.0,PROC_MELEE,172.0,2.0,False,84.0,CENTER,1.0,,
154.0,PROC_MELEE,169.0,1.0,True,28.0,CENTER,1.0,,
62.0,PROC_MELEE,122.0,2.0,True,60.0,OUTER,1.0,,
84.0,PROC_MELEE,138.0,1.0,True,46.0,INNER,2.0,PROC_CAST,True
33.0,RAW_MELEE,148.0,2.0,True,88.0,CENTER,2.0,RAW_CAST,True
151.0,RAW_CAST,121.0,1.0,True,20.0,OUTER,2.0,HYBRID,True
37.0,PROC_CAST,162.0,2.0,False,31.0,CENTER,2.0,RAW_CAST,False
98.0,PROC_MELEE,163.0,2.0,True,66.0,CENTER,2.0,RAW_CAST,False
290.0,RAW_CAST,149.0,1.0,True,54.0,OUTER,1.0,,
127.0,HYBRID,155.0,1.0,True,78.0,OUTER,1.0,,
289.0,HYBRID,160.0,1.0,True,34.0,INNER,2.0,RAW_CAST,True
158.0,RAW_MELEE,152.0,2.0,False,11.0,OUTER,2.0,RAW_MELEE,True
139.0,RAW_MELEE,153.0,1.0,False,86.0,OUTER,2.0,RAW_MELEE,True
38.0,RAW_CAST,129.0,2.0,True,79.0,CENTER,2.0,HYBRID,True
241.0,RAW_CAST,126.0,1.0,True,45.0,INNER,2.0,HYBRID,True
269.0,RAW_MELEE,139.0,2.0,False,31.0,CENTER,2.0,RAW_CAST,True
58.0,HYBRID,144.0,1.0,True,67.0,OUTER,1.0,,
142.0,PROC_CAST,161.0,1.0,True,73.0,CENTER,2.0,RAW_CAST,False
294.0,RAW_CAST,143.0,1.0,False,25.0,CENTER,2.0,PROC_CAST,True
228.0,HYBRID,152.0,1.0,False,29.0,CENTER,1.0,,
263.0,RAW_MELEE,141.0,1.0,False,29.0,INNER,2.0,PROC_CAST,False
214.0,RAW_CAST,122.0,2.0,False,61.0,OUTER,2.0,RAW_MELEE,True
136.0,HYBRID,120.0,2.0,True,85.0,OUTER,2.0,PROC_MELEE,True
242.0,RAW_CAST,142.0,2.0,False,8.0,CENTER,2.0,PROC_MELEE,False
77.0,PROC_MELEE,129.0,2.0,False,33.0,INNER,2.0,PROC_MELEE,False
24.0,PROC_CAST,145.0,2.0,True,78.0,CENTER,2.0,PROC_CAST,False
143.0,HYBRID,133.0,1.0,True,59.0,OUTER,2.0,PROC_CAST,False
260.0,PROC_CAST,125.0,1.0,True,84.0,INNER,2.0,PROC_CAST,True
213.0,HYBRID,124.0,1.0,False,33.0,OUTER,2.0,HYBRID,True
102.0,RAW_CAST,122.0,2.0,True,6.0,CENTER,2.0,PROC_MELEE,False
285.0,PROC_CAST,171.0,2.0,False,27.0,OUTER,2.0,RAW_CAST,False
255.0,PROC_MELEE,175.0,1.0,False,16.0,CENTER,2.0,HYBRID,False
34.0,PROC_MELEE,157.0,2.0,True,52.0,OUTER,1.0,,
233.0,PROC_CAST,140.0,1.0,False,47.0,INNER,2.0,RAW_MELEE,False
216.0,RAW_MELEE,144.0,1.0,False,92.0,OUTER,2.0,RAW_MELEE,False
186.0,PROC_CAST,170.0,1.0,True,30.0,CENTER,1.0,,
70.0,PROC_MELEE,149.0,1.0,False,91.0,INNER,1.0,,
291.0,HYBRID,143.0,2.0,False,59.0,INNER,2.0,RAW_CAST,False
234.0,PROC_CAST,126.0,2.0,True,77.0,OUTER,2.0,HYBRID,False
50.0,PROC_CAST,149.0,1.0,True,9.0,CENTER,2.0,PROC_MELEE,True
112.0,PROC_CAST,172.0,2.0,True,10.0,CENTER,1.0,,
186.0,PROC_CAST,130.0,2.0,True,18.0,INNER,2.0,RAW_CAST,False
92.0,HYBRID,123.0,1.0,True,67.0,OUTER,2.0,HYBRID,False
179.0,RAW_CAST,137.0,2.0,True,89.0,OUTER,2.0,RAW_CAST,True
243.0,RAW_CAST,168.0,1.0,False,92.0,CENTER,2.0,PROC_CAST,False
154.0,PROC_MELEE,136.0,2.0,True,82.0,OUTER,1.0,,
203.0,RAW_CAST,174.0,1.0,True,51.0,CENTER,2.0,RAW_CAST,True
160.0,PROC_CAST,130.0,2.0,True,69.0,CENTER,2.0,RAW_MELEE,False
63.0,PROC_MELEE,135.0,2.0,True,83.0,CENTER,2.0,PROC_MELEE,False
256.0,RAW_MELEE,121.0,2.0,True,42.0,INNER,1.0,,
97.0,PROC_MELEE,153.0,2.0,True,90.0,CENTER,2.0,HYBRID,True
181.0,PROC_MELEE,148.0,2.0,True,77.0,CENTER,1.0,,
162.0,RAW_CAST,160.0,1.0,True,15.0,INNER,2.0,RAW_CAST,True
47.0,RAW_CAST,170.0,1.0,False,87.0,OUTER,2.0,PROC_CAST,False
75.0,PROC_CAST,129.0,2.0,True,11.0,INNER,2.0,PROC_MELEE,False
166.0,RAW_MELEE,151.0,1.0,False,62.0,INNER,2.0,HYBRID,False
192.0,RAW_CAST,143.0,2.0,False,28.0,OUTER,2.0,HYBRID,True
84.0,RAW_MELEE,154.0,1.0,True,68.0,OUTER,2.0,PROC_MELEE,False
275.0,PROC_CAST,167.0,1.0,True,63.0,CENTER,1.0,,
187.0,PROC_CAST,139.0,1.0,False,28.0,OUTER,2.0,PROC_MELEE,False
237.0,PROC_MELEE,173.0,2.0,False,50.0,INNER,2.0,RAW_MELEE,True
187.0,PROC_MELEE,172.0,2.0,False,6.0,CENTER,1.0,,
83.0,HYBRID,150.0,2.0,False,16.0,OUTER,2.0,HYBRID,True
247.0,PROC_CAST,168.0,1.0,False,47.0,INNER,1.0,,
291.0,PROC_MELEE,168.0,2.0,False,75.0,OUTER,2.0,RAW_CAST,False
161.0,PROC_CAST,167.0,1.0,False,70.0,INNER,1.0,,
118.0,HYBRID,149.0,2.0,False,42.0,INNER,1.0,,
95.0,RAW_CAST,162.0,1.0,False,61.0,OUTER,2.0,PROC_CAST,False
183.0,RAW_MELEE,130.0,2.0,True,19.0,OUTER,1.0,,
220.0,HYBRID,177.0,1.0,True,75.0,INNER,2.0,RAW_CAST,False
231.0,RAW_MELEE,140.0,2.0,False,29.0,OUTER,2.0,RAW_MELEE,False
90.0,PROC_CAST,147.0,2.0,True,73.0,CENTER,2.0,RAW_CAST,True
244.0,PROC_CAST,159.0,1.0,False,48.0,CENTER,2.0,PROC_MELEE,True
164.0,HYBRID,143.0,1.0,False,63.0,INNER,1.0,,
114.0,HYBRID,170.0,1.0,True,81.0,CENTER,2.0,PROC_MELEE,False
253.0,PROC_CAST,176.0,1.0,True,15.0,CENTER,2.0,RAW_CAST,False
108.0,PROC_CAST,155.0,1.0,True,70.0,CENTER,1.0,,
63.0,RAW_MELEE,141.0,1.0,False,51.0,CENTER,2.0,PROC_MELEE,False
113.0,RAW_MELEE,148.0,2.0,True,42.0,CENTER,2.0,RAW_CAST,False
85.0,RAW_MELEE,136.0,2.0,False,79.0,OUTER,2.0,RAW_MELEE,False
114.0,PROC_MELEE,168.0,2.0,True,53.0,CENTER,1.0,,
154.0,PROC_CAST,122.0,1.0,True,77.0,OUTER,2.0,RAW_CAST,False
157.0,RAW_MELEE,150.0,2.0,False,12.0,OUTER,2.0,HYBRID,True
221.0,HYBRID,166.0,2.0,True,49.0,INNER,1.0,,
171.0,HYBRID,152.0,1.0,False,26.0,INNER,2.0,PROC_CAST,False
299.0,RAW_CAST,177.0,2.0,True,76.0,CENTER,2.0,RAW_MELEE,False
12.0,RAW_MELEE,162.0,1.0,False,78.0,OUTER,2.0,RAW_MELEE,True
45.0,RAW_MELEE,173.0,2.0,False,72.0,INNER,2.0,RAW_CAST,True
286.0,RAW_MELEE,159.0,2.0,False,85.0,CENTER,2.0,PROC_MELEE,True
195.0,HYBRID,176.0,2.0,False,7.0,OUTER,2.0,PROC_CAST,False
68.0,HYBRID,139.0,2.0,True,91.0,CENTER,2.0,HYBRID,True
126.0,RAW_CAST,136.0,2.0,False,65.0,CENTER,1.0,,
156.0,RAW_CAST,131.0,2.0,False,31.0,CENTER,2.0,PROC_MELEE,True
162.0,RAW_MELEE,162.0,1.0,True,40.0,CENTER,2.0,RAW_MELEE,False
149.0,PROC_CAST,138.0,2.0,False,42.0,CENTER,1.0,,
230.0,PROC_MELEE,155.0,1.0,False,34.0,CENTER,1.0,,
284.0,PROC_MELEE,166.0,2.0,True,27.0,CENTER,2.0,HYBRID,True
192.0,PROC_MELEE,120.0,1.0,False,36.0,CENTER,2.0,RAW_CAST,True
83.0,RAW_CAST,160.0,1.0,True,19.0,INNER,2.0,RAW_MELEE,False
116.0,PROC_CAST,163.0,2.0,True,30.0,INNER,1.0,,
87.0,RAW_MELEE,148.0,1.0,False,29.0,INNER,1.0,,
286.0,PROC_CAST,124.0,2.0,False,7.0,CENTER,1.0,,
82.0,RAW_CAST,122.0,1.0,False,64.0,CENTER,1.0,,
27.0,RAW_CAST,126.0,2.0,False,82.0,OUTER,2.0,PROC_CAST,True
174.0,PROC_CAST,130.0,2.0,True,61.0,CENTER,2.0,RAW_MELEE,True
232.0,PROC_CAST,162.0,2.0,True,55.0,CENTER,1.0,,
254.0,RAW_MELEE,173.0,2.0,True,79.0,CENTER,2.0,HYBRID,True
264.0,PROC_MELEE,175.0,2.0,False,6.0,OUTER,2.0,HYBRID,False
147.0,PROC_MELEE,151.0,1.0,True,33.0,INNER,1.0,,
108.0,HYBRID,161.0,1.0,True,61.0,INNER,2.0,RAW_MELEE,True
209.0,RAW_MELEE,164.0,1.0,True,65.0,OUTER,1.0,,
48.0,RAW_MELEE,143.0,1.0,False,82.0,OUTER,2.0,PROC_CAST,False
156.0,PROC_CAST,128.0,1.0,True,81.0,INNER,2.0,PROC_MELEE,False
222.0,RAW_CAST,166.0,2.0,True,63.0,INNER,1.0,,
275.0,RAW_MELEE,147.0,1.0,False,72.0,INNER,1.0,,
