id_registro,Host_Death_Time,Host_Build,Level,Phase,Waterflow_Death,Health_Pct,Location,id_phantom
971,247.0,4,152.0,2.0,True,67.0,INNER,971
972,77.0,2,172.0,2.0,False,28.0,INNER,972
973,142.0,5,174.0,2.0,True,91.0,INNER,973
974,20.0,1,176.0,2.0,False,75.0,OUTER,974
975,224.0,3,126.0,1.0,True,89.0,CENTER,975
976,271.0,5,161.0,1.0,True,63.0,CENTER,976
977,145.0,4,164.0,2.0,True,58.0,OUTER,977
978,274.0,4,159.0,2.0,True,7.0,INNER,978
979,137.0,4,162.0,2.0,True,60.0,OUTER,979
980,287.0,2,137.0,1.0,False,74.0,OUTER,980
981,118.0,2,149.0,2.0,True,35.0,OUTER,981
982,35.0,5,171.0,1.0,True,85.0,INNER,982
983,11.0,3,159.0,2.0,False,86.0,CENTER,983
984,260.0,2,143.0,2.0,True,84.0,OUTER,984
985,124.0,3,170.0,1.0,True,75.0,CENTER,985
986,225.0,3,133.0,2.0,True,24.0,OUTER,986
987,85.0,2,137.0,1.0,True,27.0,OUTER,987
988,32.0,3,150.0,1.0,False,88.0,CENTER,988
989,35.0,1,180.0,2.0,False,91.0,INNER,989
990,115.0,1,142.0,1.0,True,37.0,OUTER,990
991,242.0,4,131.0,2.0,False,38.0,OUTER,991
992,252.0,4,140.0,2.0,False,33.0,CENTER,992
993,169.0,5,140.0,2.0,False,45.0,CENTER,993
994,86.0,3,156.0,2.0,True,40.0,CENTER,994
995,241.0,4,174.0,2.0,False,6.0,INNER,995
996,262.0,5,163.0,1.0,False,14.0,INNER,996
997,51.0,5,135.0,1.0,True,73.0,CENTER,997
998,287.0,4,148.0,2.0,False,57.0,OUTER,998
999,51.0,4,154.0,1.0,False,40.0,CENTER,999
1000,203.0,3,120.0,1.0,False,20.0,CENTER,1000
1001,165.0,3,120.0,1.0,False,80.0,INNER,1001
1002,283.0,1,126.0,1.0,True,12.0,CENTER,1002
1003,261.0,3,171.0,1.0,False,17.0,CENTER,1003
1004,143.0,4,139.0,2.0,True,85.0,CENTER,1004
1005,285.0,1,129.0,1.0,False,50.0,CENTER,1005
1006,270.0,1,143.0,2.0,False,16.0,CENTER,1006
1007,51.0,5,174.0,1.0,True,92.0,CENTER,1007
1008,299.0,2,121.0,1.0,False,71.0,OUTER,1008
1009,115.0,5,135.0,2.0,False,14.0,CENTER,1009
1010,235.0,4,137.0,1.0,True,87.0,INNER,1010
1011,171.0,5,148.0,2.0,False,68.0,INNER,1011
1012,152.0,2,163.0,2.0,True,76.0,OUTER,1012
1013,134.0,1,144.0,1.0,False,65.0,CENTER,1013
1014,272.0,1,167.0,1.0,False,51.0,INNER,1014
1015,186.0,2,130.0,2.0,False,68.0,OUTER,1015
1016,43.0,1,167.0,2.0,True,76.0,CENTER,1016
1017,200.0,3,147.0,2.0,True,43.0,OUTER,1017
1018,300.0,1,137.0,2.0,True,88.0,INNER,1018
1019,264.0,4,152.0,1.0,True,47.0,CENTER,1019
1020,262.0,5,135.0,2.0,True,55.0,OUTER,1020
1021,70.0,3,126.0,2.0,True,66.0,CENTER,1021
1022,266.0,2,124.0,2.0,True,64.0,INNER,1022
1023,163.0,4,173.0,1.0,True,31.0,OUTER,1023
1024,67.0,4,164.0,1.0,True,23.0,CENTER,1024
1025,221.0,5,123.0,1.0,False,77.0,OUTER,1025
1026,148.0,1,134.0,1.0,False,20.0,CENTER,1026
1027,278.0,3,127.0,2.0,False,32.0,CENTER,1027
1028,272.0,1,120.0,2.0,False,13.0,INNER,1028
1029,246.0,5,161.0,1.0,False,72.0,OUTER,1029
1030,173.0,1,132.0,1.0,True,20.0,INNER,1030
1031,262.0,3,122.0,2.0,False,7.0,CENTER,1031
1032,64.0,3,145.0,1.0,True,14.0,CENTER,1032
1033,74.0,3,128.0,1.0,False,14.0,OUTER,1033
1034,173.0,2,167.0,1.0,False,76.0,OUTER,1034
1035,193.0,4,138.0,2.0,False,34.0,OUTER,1035
1036,256.0,2,168.0,2.0,True,20.0,OUTER,1036
1037,216.0,4,163.0,2.0,True,85.0,OUTER,1037
1038,90.0,1,146.0,2.0,False,59.0,CENTER,1038
1039,66.0,1,172.0,1.0,True,26.0,CENTER,1039
1040,48.0,4,180.0,2.0,False,27.0,CENTER,1040
1041,62.0,1,129.0,1.0,False,32.0,CENTER,1041
1042,251.0,5,137.0,1.0,False,6.0,INNER,1042
1043,121.0,5,173.0,2.0,True,17.0,CENTER,1043
1044,88.0,1,127.0,1.0,False,29.0,INNER,1044
1045,263.0,2,165.0,2.0,True,48.0,OUTER,1045
1046,83.0,1,176.0,1.0,True,35.0,CENTER,1046
1047,175.0,4,142.0,1.0,True,9.0,CENTER,1047
1048,38.0,1,166.0,2.0,True,59.0,CENTER,1048
1049,133.0,4,121.0,2.0,False,75.0,CENTER,1049
1050,125.0,5,155.0,1.0,True,46.0,INNER,1050
1051,273.0,1,139.0,1.0,False,36.0,INNER,1051
1052,22.0,2,123.0,1.0,False,80.0,INNER,1052
1053,71.0,5,173.0,2.0,False,57.0,OUTER,1053
1054,164.0,4,178.0,1.0,False,75.0,INNER,1054
1055,246.0,4,157.0,2.0,True,55.0,OUTER,1055
1056,257.0,4,156.0,2.0,False,69.0,CENTER,1056
1057,284.0,1,137.0,2.0,False,8.0,INNER,1057
1058,256.0,4,149.0,2.0,False,82.0,INNER,1058
1059,156.0,1,166.0,2.0,True,23.0,INNER,1059
1060,29.0,2,148.0,2.0,False,91.0,CENTER,1060
1061,285.0,1,139.0,1.0,True,7.0,CENTER,1061
1062,125.0,3,141.0,2.0,False,60.0,CENTER,1062
1063,265.0,4,163.0,1.0,False,58.0,OUTER,1063
1064,159.0,1,126.0,1.0,False,56.0,OUTER,1064
1065,132.0,3,142.0,1.0,False,7.0,INNER,1065
1066,89.0,1,120.0,2.0,False,88.0,CENTER,1066
1067,283.0,5,142.0,1.0,False,11.0,OUTER,1067
1068,145.0,2,158.0,2.0,True,50.0,INNER,1068
1069,169.0,2,148.0,2.0,True,77.0,CENTER,1069
1070,146.0,4,142.0,1.0,False,51.0,INNER,1070
1071,171.0,2,178.0,2.0,True,36.0,INNER,1071
1072,152.0,3,170.0,2.0,True,14.0,OUTER,1072
1073,201.0,4,166.0,2.0,False,26.0,OUTER,1073
1074,258.0,2,142.0,1.0,True,9.0,OUTER,1074
1075,245.0,4,174.0,2.0,False,73.0,OUTER,1075
1076,136.0,5,179.0,2.0,True,10.0,CENTER,1076
1077,120.0,3,154.0,1.0,False,29.0,CENTER,1077
1078,184.0,1,166.0,1.0,True,60.0,CENTER,1078
1079,290.0,4,169.0,1.0,True,24.0,CENTER,1079
1080,178.0,3,147.0,1.0,False,63.0,CENTER,1080
1081,184.0,1,170.0,1.0,False,85.0,OUTER,1081
1082,107.0,1,135.0,2.0,True,49.0,CENTER,1082
1083,107.0,4,147.0,1.0,False,76.0,INNER,1083
1084,262.0,1,135.0,2.0,False,71.0,CENTER,1084
1085,75.0,2,176.0,2.0,True,72.0,OUTER,1085
1086,175.0,4,164.0,2.0,False,19.0,OUTER,1086
1087,294.0,3,144.0,2.0,True,75.0,INNER,1087
1088,176.0,2,180.0,1.0,True,50.0,INNER,1088
1089,241.0,3,124.0,1.0,False,16.0,OUTER,1089
1090,43.0,2,179.0,1.0,True,86.0,CENTER,1090
1091,213.0,1,136.0,2.0,True,58.0,CENTER,1091
1092,62.0,2,140.0,1.0,False,37.0,OUTER,1092
1093,243.0,4,123.0,1.0,True,67.0,OUTER,1093
1094,164.0,5,151.0,1.0,False,48.0,INNER,1094
1095,272.0,4,139.0,2.0,False,45.0,CENTER,1095
1096,218.0,1,143.0,2.0,True,46.0,INNER,1096
1097,98.0,4,136.0,1.0,False,81.0,OUTER,1097
1098,182.0,4,128.0,2.0,True,45.0,OUTER,1098
1099,244.0,5,171.0,2.0,True,65.0,CENTER,1099
1100,182.0,3,151.0,1.0,False,53.0,CENTER,1100
1101,73.0,5,139.0,1.0,False,68.0,OUTER,1101
1102,71.0,4,131.0,1.0,False,28.0,OUTER,1102
1103,53.0,5,163.0,2.0,True,70.0,OUTER,1103
1104,250.0,4,159.0,1.0,True,26.0,INNER,1104
1105,53.0,2,177.0,1.0,True,44.0,CENTER,1105
1106,85.0,4,149.0,1.0,False,80.0,INNER,1106
1107,53.0,1,133.0,1.0,False,37.0,CENTER,1107
1108,292.0,1,179.0,1.0,True,59.0,INNER,1108
1109,228.0,4,128.0,2.0,True,79.0,OUTER,1109
1110,59.0,1,141.0,2.0,False,55.0,CENTER,1110
1111,83.0,2,157.0,2.0,False,68.0,CENTER,1111
1112,216.0,1,175.0,1.0,True,7.0,INNER,1112
1113,298.0,1,139.0,2.0,False,47.0,CENTER,1113
1114,119.0,1,126.0,1.0,True,9.0,INNER,1114
1115,246.0,3,162.0,2.0,True,36.0,OUTER,1115
1116,253.0,2,151.0,2.0,True,36.0,INNER,1116
1117,80.0,1,162.0,2.0,False,12.0,INNER,1117
1118,69.0,1,141.0,2.0,True,32.0,INNER,1118
1119,179.0,1,170.0,1.0,True,63.0,INNER,1119
1120,71.0,1,140.0,2.0,False,13.0,INNER,1120
1121,159.0,4,136.0,1.0,True,90.0,CENTER,1121
1122,114.0,4,155.0,1.0,True,7.0,CENTER,1122
1123,211.0,4,127.0,1.0,True,16.0,CENTER,1123
1124,208.0,2,133.0,1.0,False,92.0,INNER,1124
1125,123.0,2,167.0,1.0,True,52.0,CENTER,1125
1126,46.0,2,152.0,2.0,False,10.0,INNER,1126
1127,296.0,2,179.0,1.0,False,70.0,INNER,1127
1128,60.0,4,174.0,2.0,True,76.0,OUTER,1128
1129,228.0,2,140.0,2.0,True,77.0,INNER,1129
1130,151.0,2,171.0,1.0,False,17.0,INNER,1130
1131,116.0,4,169.0,2.0,True,36.0,OUTER,1131
1132,248.0,1,151.0,2.0,True,43.0,OUTER,1132
1133,84.0,5,127.0,1.0,False,69.0,OUTER,1133
1134,58.0,5,178.0,2.0,True,90.0,INNER,1134
1135,179.0,5,177.0,1.0,False,54.0,OUTER,1135
1136,280.0,1,150.0,2.0,False,48.0,OUTER,1136
1137,158.0,1,140.0,2.0,False,66.0,OUTER,1137
1138,68.0,5,134.0,2.0,True,60.0,INNER,1138
1139,150.0,3,163.0,1.0,False,83.0,CENTER,1139
1140,170.0,3,126.0,2.0,True,38.0,INNER,1140
1141,268.0,4,125.0,2.0,False,32.0,INNER,1141
1142,180.0,3,122.0,1.0,True,66.0,OUTER,1142
1143,237.0,3,161.0,1.0,False,53.0,INNER,1143
1144,66.0,3,176.0,1.0,True,44.0,INNER,1144
1145,220.0,5,151.0,2.0,False,12.0,OUTER,1145
1146,41.0,2,180.0,2.0,True,46.0,INNER,1146
1147,146.0,5,157.0,2.0,True,85.0,CENTER,1147
1148,283.0,5,148.0,1.0,False,6.0,CENTER,1148
1149,282.0,4,127.0,2.0,False,67.0,INNER,1149
1150,41.0,2,126.0,1.0,False,91.0,INNER,1150
1151,195.0,5,162.0,1.0,True,23.0,OUTER,1151
1152,133.0,5,133.0,2.0,False,38.0,CENTER,1152
1153,111.0,4,136.0,2.0,True,74.0,OUTER,1153
1154,203.0,3,180.0,1.0,True,54.0,CENTER,1154
1155,47.0,1,152.0,2.0,True,87.0,CENTER,1155
1156,283.0,1,177.0,1.0,True,82.0,INNER,1156
1157,140.0,3,164.0,1.0,False,93.0,CENTER,1157
1158,128.0,5,128.0,2.0,False,55.0,CENTER,1158
1159,182.0,2,169.0,1.0,False,43.0,OUTER,1159
1160,211.0,4,137.0,2.0,True,67.0,OUTER,1160
1161,107.0,1,135.0,1.0,True,79.0,CENTER,1161
1162,276.0,2,141.0,2.0,True,38.0,INNER,1162
1163,237.0,4,145.0,1.0,False,10.0,CENTER,1163
1164,51.0,4,154.0,1.0,False,29.0,INNER,1164
1165,74.0,1,131.0,2.0,True,47.0,INNER,1165
1166,51.0,4,122.0,2.0,True,21.0,OUTER,1166
1167,77.0,3,132.0,1.0,False,44.0,CENTER,1167
1168,66.0,5,127.0,2.0,False,38.0,INNER,1168
1169,279.0,5,172.0,2.0,False,40.0,CENTER,1169
1170,286.0,2,149.0,1.0,False,74.0,CENTER,1170
1171,275.0,5,146.0,2.0,False,77.0,OUTER,1171
1172,109.0,1,120.0,2.0,False,43.0,OUTER,1172
1173,186.0,3,180.0,1.0,True,22.0,INNER,1173
1174,37.0,2,156.0,1.0,False,76.0,CENTER,1174
1175,72.0,1,163.0,1.0,False,36.0,INNER,1175
1176,224.0,5,139.0,1.0,False,64.0,CENTER,1176
1177,258.0,2,133.0,2.0,True,40.0,OUTER,1177
1178,53.0,1,158.0,1.0,True,77.0,CENTER,1178
1179,122.0,2,171.0,2.0,True,60.0,CENTER,1179
1180,298.0,1,144.0,2.0,False,55.0,CENTER,1180
1181,172.0,4,130.0,2.0,True,85.0,CENTER,1181
1182,204.0,5,158.0,2.0,False,87.0,OUTER,1182
1183,268.0,1,156.0,1.0,False,87.0,CENTER,1183
1184,230.0,1,171.0,1.0,False,34.0,CENTER,1184
1185,99.0,1,143.0,2.0,False,72.0,CENTER,1185
1186,170.0,4,127.0,2.0,False,70.0,CENTER,1186
1187,218.0,1,170.0,1.0,True,37.0,CENTER,1187
1188,204.0,2,154.0,2.0,True,14.0,INNER,1188
1189,300.0,4,163.0,1.0,False,19.0,INNER,1189
1190,168.0,2,162.0,2.0,False,57.0,OUTER,1190
1191,168.0,1,124.0,1.0,True,13.0,INNER,1191
1192,156.0,1,158.0,1.0,False,50.0,INNER,1192
1193,16.0,5,153.0,2.0,False,92.0,CENTER,1193
1194,202.0,2,142.0,1.0,True,61.0,CENTER,1194
1195,43.0,4,161.0,2.0,False,9.0,OUTER,1195
1196,119.0,4,170.0,2.0,True,69.0,OUTER,1196
1197,281.0,3,132.0,1.0,True,7.0,CENTER,1197
1198,25.0,4,131.0,2.0,False,86.0,CENTER,1198
1199,85.0,5,127.0,1.0,True,58.0,OUTER,1199
1200,114.0,1,132.0,2.0,False,60.0,INNER,1200
1201,101.0,5,121.0,2.0,True,59.0,OUTER,1201
1202,40.0,1,152.0,1.0,True,62.0,CENTER,1202
1203,224.0,5,120.0,1.0,False,79.0,INNER,1203
1204,180.0,2,167.0,2.0,False,80.0,OUTER,1204
1205,237.0,2,121.0,1.0,False,90.0,OUTER,1205
1206,244.0,1,148.0,2.0,False,66.0,CENTER,1206
1207,60.0,2,128.0,2.0,False,78.0,CENTER,1207
1208,131.0,4,155.0,2.0,True,15.0,OUTER,1208
1209,217.0,4,170.0,1.0,True,14.0,OUTER,1209
1210,145.0,3,180.0,2.0,False,50.0,CENTER,1210
1211,269.0,2,131.0,1.0,False,19.0,CENTER,1211
1212,105.0,3,139.0,1.0,True,83.0,CENTER,1212
1213,218.0,2,171.0,2.0,True,14.0,OUTER,1213
1214,75.0,3,179.0,2.0,False,19.0,CENTER,1214
1215,211.0,1,126.0,1.0,False,60.0,INNER,1215
1216,96.0,3,151.0,2.0,True,93.0,OUTER,1216
1217,148.0,4,143.0,1.0,True,70.0,OUTER,1217
1218,271.0,2,175.0,2.0,True,21.0,OUTER,1218
1219,173.0,2,158.0,2.0,False,36.0,INNER,1219
1220,223.0,2,145.0,1.0,True,87.0,CENTER,1220
1221,296.0,3,166.0,2.0,False,28.0,CENTER,1221
1222,206.0,5,144.0,2.0,False,9.0,CENTER,1222
1223,117.0,1,138.0,1.0,False,34.0,CENTER,1223
1224,21.0,3,137.0,2.0,True,80.0,OUTER,1224
1225,277.0,1,171.0,1.0,True,24.0,INNER,1225
1226,206.0,3,132.0,1.0,False,50.0,CENTER,1226
1227,196.0,2,126.0,2.0,True,42.0,OUTER,1227
1228,95.0,5,127.0,1.0,False,92.0,CENTER,1228
1229,218.0,4,156.0,2.0,True,10.0,CENTER,1229
1230,143.0,1,156.0,2.0,True,72.0,INNER,1230
1231,100.0,1,179.0,2.0,True,25.0,CENTER,1231
1232,221.0,4,180.0,2.0,True,69.0,INNER,1232
1233,43.0,1,122.0,1.0,False,60.0,CENTER,1233
1234,246.0,3,129.0,1.0,True,36.0,OUTER,1234
1235,205.0,1,178.0,1.0,True,13.0,INNER,1235
1236,251.0,1,129.0,2.0,True,53.0,INNER,1236
1237,255.0,1,151.0,1.0,False,39.0,INNER,1237
1238,127.0,3,152.0,1.0,True,86.0,CENTER,1238
1239,46.0,4,177.0,2.0,True,61.0,OUTER,1239
1240,228.0,5,159.0,1.0,False,13.0,OUTER,1240
1241,158.0,5,148.0,2.0,True,49.0,OUTER,1241
1242,108.0,3,138.0,1.0,False,34.0,INNER,1242
1243,182.0,1,123.0,1.0,True,61.0,INNER,1243
1244,241.0,5,166.0,2.0,True,11.0,CENTER,1244
1245,52.0,2,174.0,2.0,True,8.0,OUTER,1245
1246,178.0,5,167.0,2.0,True,9.0,INNER,1246
1247,115.0,3,157.0,2.0,False,47.0,INNER,1247
1248,212.0,3,123.0,1.0,False,30.0,OUTER,1248
1249,177.0,2,155.0,1.0,True,86.0,CENTER,1249
1250,229.0,1,141.0,1.0,False,57.0,INNER,1250
1251,202.0,2,152.0,2.0,False,85.0,CENTER,1251
1252,91.0,1,121.0,2.0,True,57.0,INNER,1252
1253,208.0,3,152.0,1.0,True,62.0,CENTER,1253
1254,71.0,5,156.0,1.0,False,75.0,INNER,1254
1255,243.0,3,168.0,2.0,False,21.0,OUTER,1255
1256,39.0,2,131.0,2.0,False,33.0,CENTER,1256
1257,181.0,1,148.0,2.0,False,37.0,INNER,1257
1258,185.0,1,132.0,2.0,True,48.0,INNER,1258
1259,235.0,5,157.0,1.0,True,30.0,INNER,1259
1260,256.0,1,154.0,1.0,True,76.0,OUTER,1260
1261,275.0,1,142.0,2.0,True,7.0,OUTER,1261
1262,85.0,1,173.0,2.0,False,12.0,CENTER,1262
1263,160.0,4,178.0,2.0,False,63.0,INNER,1263
1264,216.0,1,179.0,2.0,True,15.0,CENTER,1264
1265,87.0,2,137.0,1.0,False,8.0,OUTER,1265
1266,200.0,1,146.0,1.0,False,42.0,CENTER,1266
1267,146.0,2,173.0,1.0,False,17.0,OUTER,1267
1268,184.0,4,124.0,1.0,False,24.0,CENTER,1268
1269,222.0,2,154.0,1.0,False,87.0,OUTER,1269
1270,98.0,5,134.0,2.0,True,48.0,INNER,1270
1271,122.0,2,161.0,2.0,False,65.0,CENTER,1271
1272,145.0,5,123.0,1.0,False,63.0,OUTER,1272
1273,239.0,4,149.0,1.0,True,82.0,OUTER,1273
1274,60.0,2,135.0,2.0,False,21.0,CENTER,1274
1275,251.0,4,137.0,2.0,False,85.0,INNER,1275
1276,133.0,3,170.0,2.0,True,18.0,CENTER,1276
1277,241.0,5,156.0,1.0,False,21.0,CENTER,1277
1278,89.0,3,163.0,1.0,False,38.0,OUTER,1278
1279,216.0,1,147.0,2.0,True,79.0,OUTER,1279
1280,158.0,5,153.0,1.0,False,72.0,INNER,1280
1281,276.0,5,154.0,1.0,True,67.0,CENTER,1281
1282,38.0,2,129.0,1.0,False,72.0,CENTER,1282
1283,294.0,2,143.0,1.0,False,47.0,INNER,1283
1284,275.0,2,174.0,2.0,True,86.0,INNER,1284
1285,109.0,1,120.0,1.0,True,39.0,OUTER,1285
1286,104.0,3,163.0,1.0,True,8.0,INNER,1286
1287,34.0,2,126.0,1.0,True,20.0,CENTER,1287
1288,139.0,1,161.0,1.0,True,64.0,INNER,1288
1289,74.0,5,166.0,2.0,False,93.0,CENTER,1289
1290,24.0,4,147.0,1.0,False,87.0,CENTER,1290
1291,218.0,5,150.0,2.0,True,33.0,OUTER,1291
1292,146.0,2,122.0,2.0,True,49.0,CENTER,1292
1293,180.0,3,122.0,1.0,True,66.0,INNER,1293
1294,131.0,3,133.0,2.0,False,86.0,INNER,1294
1295,263.0,1,144.0,1.0,True,21.0,CENTER,1295
1296,214.0,4,123.0,1.0,False,84.0,INNER,1296
1297,296.0,5,170.0,1.0,True,30.0,OUTER,1297
1298,168.0,1,172.0,1.0,False,26.0,CENTER,1298
1299,108.0,5,143.0,1.0,False,28.0,INNER,1299
1300,138.0,3,127.0,1.0,False,85.0,INNER,1300
1301,117.0,4,146.0,2.0,True,84.0,INNER,1301
1302,223.0,5,158.0,1.0,False,57.0,INNER,1302
1303,210.0,1,144.0,1.0,False,20.0,OUTER,1303
1304,50.0,3,144.0,1.0,False,33.0,CENTER,1304
1305,108.0,1,131.0,2.0,False,36.0,CENTER,1305
1306,249.0,2,164.0,2.0,True,34.0,OUTER,1306
1307,200.0,1,138.0,1.0,True,9.0,INNER,1307
1308,250.0,4,170.0,2.0,True,58.0,INNER,1308
1309,277.0,5,120.0,2.0,True,24.0,INNER,1309
1310,191.0,2,149.0,2.0,True,66.0,INNER,1310
1311,262.0,1,168.0,1.0,False,52.0,INNER,1311
1312,190.0,4,173.0,1.0,False,20.0,CENTER,1312
1313,148.0,1,124.0,2.0,False,66.0,CENTER,1313
1314,39.0,3,179.0,2.0,True,17.0,OUTER,1314
1315,292.0,4,153.0,1.0,True,88.0,CENTER,1315
1316,239.0,5,133.0,1.0,True,77.0,OUTER,1316
1317,123.0,1,154.0,2.0,False,78.0,OUTER,1317
1318,54.0,5,167.0,1.0,True,90.0,CENTER,1318
1319,73.0,3,147.0,2.0,False,72.0,OUTER,1319
1320,296.0,4,154.0,1.0,False,15.0,OUTER,1320
1321,158.0,1,159.0,2.0,True,30.0,OUTER,1321
1322,114.0,1,144.0,1.0,True,54.0,INNER,1322
1323,267.0,3,122.0,1.0,False,37.0,INNER,1323
1324,102.0,1,151.0,1.0,False,59.0,INNER,1324
1325,99.0,1,122.0,1.0,True,23.0,CENTER,1325
1326,70.0,1,131.0,2.0,False,52.0,INNER,1326
1327,136.0,1,161.0,1.0,False,25.0,INNER,1327
1328,264.0,5,134.0,1.0,True,70.0,CENTER,1328
1329,150.0,1,162.0,1.0,True,36.0,INNER,1329
1330,266.0,5,128.0,1.0,False,53.0,INNER,1330
1331,102.0,5,143.0,2.0,True,56.0,INNER,1331
1332,282.0,1,138.0,1.0,True,30.0,OUTER,1332
1333,196.0,1,151.0,1.0,False,63.0,INNER,1333
1334,272.0,3,130.0,1.0,False,76.0,INNER,1334
1335,89.0,4,138.0,2.0,True,79.0,CENTER,1335
1336,250.0,5,171.0,1.0,True,55.0,OUTER,1336
1337,34.0,3,145.0,1.0,True,55.0,INNER,1337
1338,270.0,3,154.0,1.0,True,42.0,INNER,1338
1339,82.0,4,126.0,1.0,False,53.0,OUTER,1339
1340,146.0,5,166.0,2.0,False,52.0,INNER,1340
1341,50.0,2,147.0,2.0,False,39.0,OUTER,1341
1342,222.0,2,177.0,2.0,False,90.0,OUTER,1342
1343,212.0,3,145.0,1.0,False,79.0,INNER,1343
1344,82.0,5,150.0,2.0,True,20.0,INNER,1344
1345,106.0,3,159.0,2.0,True,20.0,OUTER,1345
1346,215.0,3,142.0,1.0,False,17.0,CENTER,1346
1347,150.0,4,176.0,2.0,True,64.0,CENTER,1347
1348,161.0,3,151.0,2.0,False,33.0,INNER,1348
1349,131.0,2,120.0,1.0,False,81.0,OUTER,1349
1350,85.0,4,143.0,2.0,True,41.0,INNER,1350
1351,68.0,5,144.0,2.0,True,47.0,CENTER,1351
1352,239.0,5,128.0,2.0,True,14.0,OUTER,1352
1353,12.0,3,137.0,1.0,True,87.0,CENTER,1353
1354,169.0,1,132.0,2.0,True,50.0,OUTER,1354
1355,195.0,2,174.0,2.0,True,31.0,OUTER,1355
1356,202.0,5,132.0,2.0,False,58.0,INNER,1356
1357,176.0,2,177.0,1.0,True,47.0,OUTER,1357
1358,209.0,4,148.0,1.0,True,34.0,OUTER,1358
1359,32.0,5,156.0,2.0,True,66.0,OUTER,1359
1360,202.0,4,166.0,1.0,True,57.0,INNER,1360
1361,70.0,5,145.0,2.0,True,22.0,CENTER,1361
1362,246.0,4,169.0,2.0,True,78.0,OUTER,1362
1363,261.0,4,173.0,2.0,False,50.0,OUTER,1363
1364,292.0,5,133.0,2.0,True,54.0,OUTER,1364
1365,101.0,2,162.0,2.0,True,54.0,CENTER,1365
1366,168.0,1,134.0,1.0,False,18.0,CENTER,1366
1367,285.0,5,177.0,1.0,False,29.0,OUTER,1367
1368,181.0,2,162.0,2.0,False,43.0,CENTER,1368
1369,248.0,1,144.0,1.0,False,61.0,CENTER,1369
1370,229.0,1,163.0,2.0,False,9.0,INNER,1370
1371,283.0,4,123.0,2.0,False,47.0,OUTER,1371
1372,114.0,4,134.0,1.0,True,19.0,CENTER,1372
1373,236.0,1,154.0,2.0,True,46.0,CENTER,1373
1374,187.0,3,167.0,1.0,True,93.0,CENTER,1374
1375,208.0,3,131.0,1.0,False,7.0,OUTER,1375
1376,211.0,4,120.0,1.0,True,57.0,OUTER,1376
1377,130.0,4,159.0,2.0,False,44.0,CENTER,1377
1378,237.0,1,129.0,1.0,False,78.0,CENTER,1378
1379,211.0,3,135.0,1.0,True,63.0,INNER,1379
1380,83.0,4,139.0,2.0,True,33.0,CENTER,1380
1381,221.0,2,152.0,2.0,False,70.0,CENTER,1381
1382,179.0,1,140.0,2.0,True,65.0,CENTER,1382
1383,82.0,2,123.0,1.0,True,27.0,OUTER,1383
1384,81.0,4,162.0,2.0,True,81.0,CENTER,1384
1385,162.0,5,140.0,1.0,False,74.0,OUTER,1385
1386,249.0,5,174.0,2.0,True,34.0,CENTER,1386
1387,91.0,3,170.0,2.0,False,23.0,OUTER,1387
1388,101.0,1,157.0,2.0,True,81.0,OUTER,1388
1389,114.0,5,165.0,2.0,False,68.0,INNER,1389
1390,86.0,3,176.0,1.0,True,39.0,CENTER,1390
1391,84.0,4,169.0,1.0,True,23.0,CENTER,1391
1392,91.0,3,164.0,1.0,False,51.0,INNER,1392
1393,241.0,4,124.0,2.0,True,85.0,CENTER,1393
1394,54.0,3,126.0,1.0,False,31.0,OUTER,1394
1395,223.0,4,150.0,1.0,False,67.0,OUTER,1395
1396,300.0,4,148.0,2.0,False,69.0,CENTER,1396
1397,205.0,5,121.0,1.0,False,9.0,CENTER,1397
1398,54.0,4,163.0,1.0,False,63.0,CENTER,1398
1399,274.0,2,148.0,1.0,False,34.0,OUTER,1399
1400,145.0,1,161.0,1.0,True,16.0,OUTER,1400
1401,210.0,2,136.0,1.0,True,39.0,OUTER,1401
1402,237.0,5,151.0,2.0,True,56.0,CENTER,1402
1403,105.0,3,158.0,1.0,False,10.0,INNER,1403
1404,277.0,3,145.0,1.0,False,27.0,INNER,1404
1405,86.0,1,149.0,2.0,False,32.0,OUTER,1405
1406,297.0,2,180.0,2.0,True,33.0,CENTER,1406
1407,285.0,1,130.0,1.0,True,90.0,CENTER,1407
1408,212.0,2,179.0,1.0,False,84.0,INNER,1408
1409,128.0,3,123.0,2.0,False,50.0,CENTER,1409
1410,169.0,5,143.0,1.0,False,53.0,CENTER,1410
1411,86.0,5,171.0,2.0,False,27.0,OUTER,1411
1412,123.0,5,159.0,2.0,False,33.0,CENTER,1412
1413,229.0,5,136.0,2.0,True,69.0,OUTER,1413
1414,136.0,5,180.0,1.0,False,82.0,CENTER,1414
1415,272.0,1,179.0,2.0,False,62.0,CENTER,1415
1416,242.0,2,128.0,1.0,True,58.0,CENTER,1416
1417,290.0,3,164.0,2.0,False,13.0,OUTER,1417
1418,177.0,5,140.0,2.0,True,54.0,OUTER,1418
1419,37.0,5,138.0,1.0,True,88.0,INNER,1419
1420,193.0,3,150.0,2.0,True,13.0,OUTER,1420
1421,40.0,4,157.0,2.0,False,71.0,CENTER,1421
1422,235.0,2,144.0,1.0,False,58.0,INNER,1422
1423,50.0,2,147.0,1.0,False,18.0,OUTER,1423
1424,164.0,1,135.0,1.0,True,68.0,INNER,1424
1425,168.0,3,123.0,1.0,True,64.0,CENTER,1425
1426,100.0,5,132.0,2.0,True,38.0,CENTER,1426
